decision_date,ticker,decision,type,status,action_taken,outcome_text,size_vs_t_band,current_pct,target_pct,decision_price_date_used,decision_price,current_price_date_used,current_price,return_to_date,return_plus_30d,return_plus_90d,full_doctrine_size_usd,current_size_usd,pnl_at_full_doctrine_size_usd,pnl_at_current_size_usd,pnl_if_acted_on_signal_date_usd,gap_reason,source_record,url
2026-06-18,,"Conviction drives the live position size; former hard caps → operator-tunable dials (F2 live + tunable, no shadow)",Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Conviction-drives-the-live-position-size-former-hard-caps-operator-tunable-dials-F2-live-tunab-383c50314bb68193b974dc6326f9ee64
2026-06-16,,"Goal added: the surface must pull toward action, not just inform (anti-passivity at the surface)",Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Goal-added-the-surface-must-pull-toward-action-not-just-inform-anti-passivity-at-the-surface-382c50314bb681c887e7d4d4d9ab857b
2026-06-16,,"Two-layer conviction (sector / name / overall): direction approved, shadow-first; live activation gated",Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Two-layer-conviction-sector-name-overall-direction-approved-shadow-first-live-activation-ga-382c50314bb6812e963ddf1cbd373755
,MAGS,"2026-06-12 — Breadth + conviction rotation EXECUTED (~$195K): MAGS out, NVDA→~11%/GOOGL staged, 4 new sleeves (IHF/XLRE/XLU/XLF)",,,,,unknown,0.020790,,,,,63.50,,,,,381.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/2026-06-12-Breadth-conviction-rotation-EXECUTED-195K-MAGS-out-NVDA-11-GOOGL-staged-4-ne-37dc50314bb6811e9a3ed4adc8d218ec
,NVDA,"2026-06-12 — Breadth + conviction rotation EXECUTED (~$195K): MAGS out, NVDA→~11%/GOOGL staged, 4 new sleeves (IHF/XLRE/XLU/XLF)",,,,,current 13.2029% vs target 12.0000%,13.202887,12.000000,,,,195.71,,,,219910.08,241954.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/2026-06-12-Breadth-conviction-rotation-EXECUTED-195K-MAGS-out-NVDA-11-GOOGL-staged-4-ne-37dc50314bb6811e9a3ed4adc8d218ec
,GOOGL,"2026-06-12 — Breadth + conviction rotation EXECUTED (~$195K): MAGS out, NVDA→~11%/GOOGL staged, 4 new sleeves (IHF/XLRE/XLU/XLF)",,,,,current 5.2019% vs target 8.0000%,5.201944,8.000000,,,,357.02,,,,146606.72,95330.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/2026-06-12-Breadth-conviction-rotation-EXECUTED-195K-MAGS-out-NVDA-11-GOOGL-staged-4-ne-37dc50314bb6811e9a3ed4adc8d218ec
,IHF,"2026-06-12 — Breadth + conviction rotation EXECUTED (~$195K): MAGS out, NVDA→~11%/GOOGL staged, 4 new sleeves (IHF/XLRE/XLU/XLF)",,,,,unknown,1.470383,,,,,57.61,,,,,26946.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/2026-06-12-Breadth-conviction-rotation-EXECUTED-195K-MAGS-out-NVDA-11-GOOGL-staged-4-ne-37dc50314bb6811e9a3ed4adc8d218ec
,XLRE,"2026-06-12 — Breadth + conviction rotation EXECUTED (~$195K): MAGS out, NVDA→~11%/GOOGL staged, 4 new sleeves (IHF/XLRE/XLU/XLF)",,,,,unknown,0.706871,,,,,44.15,,,,,12954.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/2026-06-12-Breadth-conviction-rotation-EXECUTED-195K-MAGS-out-NVDA-11-GOOGL-staged-4-ne-37dc50314bb6811e9a3ed4adc8d218ec
,XLU,"2026-06-12 — Breadth + conviction rotation EXECUTED (~$195K): MAGS out, NVDA→~11%/GOOGL staged, 4 new sleeves (IHF/XLRE/XLU/XLF)",,,,,unknown,1.201418,,,,,44.76,,,,,22017.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/2026-06-12-Breadth-conviction-rotation-EXECUTED-195K-MAGS-out-NVDA-11-GOOGL-staged-4-ne-37dc50314bb6811e9a3ed4adc8d218ec
,XLF,"2026-06-12 — Breadth + conviction rotation EXECUTED (~$195K): MAGS out, NVDA→~11%/GOOGL staged, 4 new sleeves (IHF/XLRE/XLU/XLF)",,,,,unknown,5.520402,,,,,52.19,,,,,101166.00,,,,to_date: missing ticker or start_date; plus_30d: missing ticker or start_date; plus_90d: missing ticker or start_date; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/2026-06-12-Breadth-conviction-rotation-EXECUTED-195K-MAGS-out-NVDA-11-GOOGL-staged-4-ne-37dc50314bb6811e9a3ed4adc8d218ec
2026-06-11T17:15:00.000+00:00,MAGS,"Trading pause LIFTED — resume entries/adds (operator, 6/11 evening). First queued action: MAGS → NVDA/GOOGL swap card, gated on QQQ closing/holding above 717.50.",Rule Change,Active,Active,,unknown,0.020790,,,,,63.50,,,,,381.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Trading-pause-LIFTED-resume-entries-adds-operator-6-11-evening-First-queued-action-MAGS-NVD-37cc50314bb68123b864ff5c7745d0d1
2026-06-11T17:15:00.000+00:00,NVDA,"Trading pause LIFTED — resume entries/adds (operator, 6/11 evening). First queued action: MAGS → NVDA/GOOGL swap card, gated on QQQ closing/holding above 717.50.",Rule Change,Active,Active,,current 13.2029% vs target 12.0000%,13.202887,12.000000,,,,195.71,,,,219910.08,241954.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Trading-pause-LIFTED-resume-entries-adds-operator-6-11-evening-First-queued-action-MAGS-NVD-37cc50314bb68123b864ff5c7745d0d1
2026-06-11T17:15:00.000+00:00,GOOGL,"Trading pause LIFTED — resume entries/adds (operator, 6/11 evening). First queued action: MAGS → NVDA/GOOGL swap card, gated on QQQ closing/holding above 717.50.",Rule Change,Active,Active,,current 5.2019% vs target 8.0000%,5.201944,8.000000,,,,357.02,,,,146606.72,95330.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Trading-pause-LIFTED-resume-entries-adds-operator-6-11-evening-First-queued-action-MAGS-NVD-37cc50314bb68123b864ff5c7745d0d1
2026-06-11T17:15:00.000+00:00,QQQ,"Trading pause LIFTED — resume entries/adds (operator, 6/11 evening). First queued action: MAGS → NVDA/GOOGL swap card, gated on QQQ closing/holding above 717.50.",Rule Change,Active,Active,,unknown,0.000000,,2026-06-25,693.69,2026-07-01,729.86,0.052141,,,,0.00,,0.00,,plus_30d: horizon not mature in local price series; plus_90d: horizon not mature in local price series; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Trading-pause-LIFTED-resume-entries-adds-operator-6-11-evening-First-queued-action-MAGS-NVD-37cc50314bb68123b864ff5c7745d0d1
2026-06-11T17:15:00.000+00:00,SPX,"Trading pause LIFTED — resume entries/adds (operator, 6/11 evening). First queued action: MAGS → NVDA/GOOGL swap card, gated on QQQ closing/holding above 717.50.",Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Trading-pause-LIFTED-resume-entries-adds-operator-6-11-evening-First-queued-action-MAGS-NVD-37cc50314bb68123b864ff5c7745d0d1
2026-06-11,QQQ,"TRADING PAUSED — system-improvement mode (operator call, 6/11 ~10:15 AM ET)",Strategy Shift,Active,Active,,unknown,0.000000,,2026-06-25,693.69,2026-07-01,729.86,0.052141,,,,0.00,,0.00,,plus_30d: horizon not mature in local price series; plus_90d: horizon not mature in local price series; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/TRADING-PAUSED-system-improvement-mode-operator-call-6-11-10-15-AM-ET-37cc50314bb681afa0d0e8dbcb28be0b
2026-06-11,GOOGL,"TRADING PAUSED — system-improvement mode (operator call, 6/11 ~10:15 AM ET)",Strategy Shift,Active,Active,,current 5.2019% vs target 8.0000%,5.201944,8.000000,,,,357.02,,,,146606.72,95330.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/TRADING-PAUSED-system-improvement-mode-operator-call-6-11-10-15-AM-ET-37cc50314bb681afa0d0e8dbcb28be0b
2026-06-11,NVDA,"TRADING PAUSED — system-improvement mode (operator call, 6/11 ~10:15 AM ET)",Strategy Shift,Active,Active,,current 13.2029% vs target 12.0000%,13.202887,12.000000,,,,195.71,,,,219910.08,241954.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/TRADING-PAUSED-system-improvement-mode-operator-call-6-11-10-15-AM-ET-37cc50314bb681afa0d0e8dbcb28be0b
2026-06-11,MAGS,"TRADING PAUSED — system-improvement mode (operator call, 6/11 ~10:15 AM ET)",Strategy Shift,Active,Active,,unknown,0.020790,,,,,63.50,,,,,381.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/TRADING-PAUSED-system-improvement-mode-operator-call-6-11-10-15-AM-ET-37cc50314bb681afa0d0e8dbcb28be0b
2026-06-10,BMNR,"Operator Posture Decisions v1 — all five reallocation gates answered (options, tax, throttle, crypto, concentration)",Rule Change,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Operator-Posture-Decisions-v1-all-five-reallocation-gates-answered-options-tax-throttle-crypto-37cc50314bb681c7b664e3efc4162a82
2026-06-10,BMNR,Prediction-market slot #11 SHELVED — decision-moment check only; asset_id storage fix adopted,Rule Change,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Prediction-market-slot-11-SHELVED-decision-moment-check-only-asset_id-storage-fix-adopted-37bc50314bb681f9a8a8eb334620118d
2026-06-03,,v12.5 authored + conviction_engine→src flat merge complete (2026-06-03),Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/v12-5-authored-conviction_engine-src-flat-merge-complete-2026-06-03-374c50314bb6817da395c90492f7a469
2026-06-02,,"reallocate.py rebuilt as a faithful Working-Model EXECUTOR (rotation, not cap-enforcement) — SHIPPED 2026-06-02",Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/reallocate-py-rebuilt-as-a-faithful-Working-Model-EXECUTOR-rotation-not-cap-enforcement-SHIPPED-374c50314bb6813997d2dc97ac03806a
2026-06-02,,"Model Council ratification (MODIFIED, not as-written): P-CONVICTION-EXPRESSION + P-DIRECTIONAL-TARGETS",Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Model-Council-ratification-MODIFIED-not-as-written-P-CONVICTION-EXPRESSION-P-DIRECTIONAL-TARGE-374c50314bb681cbb2ecf0443fd604de
2026-06-01,AVGO,"AVGO — hold 85 sh unhedged into 6/3 earnings (no hedge, no trim)",Research Update,Active,Active,,current 2.4088% vs target 6.0000%,2.408839,6.000000,,,,370.96,,,,109955.04,44144.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/AVGO-hold-85-sh-unhedged-into-6-3-earnings-no-hedge-no-trim-372c50314bb681609aeed7fab1318061
2026-06-01,SMH,Iran/oil + AI-complex posture — NO reposition + defined trigger set,Strategy Shift,Active,Active,,unknown,5.268190,,2026-06-01,506.79,2026-07-01,627.53,0.238245,0.238245,,,96544.00,,23001.09,,plus_90d: horizon not mature in local price series; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Iran-oil-AI-complex-posture-NO-reposition-defined-trigger-set-372c50314bb681e0bb5ecf8f11e9ecc1
2026-06-01,XLE,Iran/oil + AI-complex posture — NO reposition + defined trigger set,Strategy Shift,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Iran-oil-AI-complex-posture-NO-reposition-defined-trigger-set-372c50314bb681e0bb5ecf8f11e9ecc1
2026-06-01,LEU,Iran/oil + AI-complex posture — NO reposition + defined trigger set,Strategy Shift,Active,Active,,unknown,4.710725,,,,,171.97,,,,,86328.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Iran-oil-AI-complex-posture-NO-reposition-defined-trigger-set-372c50314bb681e0bb5ecf8f11e9ecc1
2026-06-01,,v12.0.1 patch — pre-trade gate §7-D MONITOR-awareness + macro-freshness flag; macro_pulse --help fix; conviction surface_line MONITOR count,Rule Change,Active,Active,,unknown,0.000000,,,,,,,,,,0.00,,,,to_date: no ticker detected; plus_30d: no ticker detected; plus_90d: no ticker detected; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/v12-0-1-patch-pre-trade-gate-7-D-MONITOR-awareness-macro-freshness-flag-macro_pulse-help-fix-372c50314bb681318e76dfc98e381ea4
2026-05-29,SPY,"Adopt Conviction Engine redesign (Watch/Commit, 4-layer) + delete operate-mode build deferral — build NOW",Strategy Shift,Active,Active,,unknown,0.000000,,2026-05-29,720.65,2026-07-01,757.09,0.050565,0.054007,,,0.00,,0.00,,plus_90d: horizon not mature in local price series; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Adopt-Conviction-Engine-redesign-Watch-Commit-4-layer-delete-operate-mode-build-deferral-buil-36fc50314bb681c8846ddcc9760941ce
2026-05-29,FN,"Adopt Conviction Engine redesign (Watch/Commit, 4-layer) + delete operate-mode build deferral — build NOW",Strategy Shift,Active,Active,,unknown,0.380119,,,,,535.85,,,,,6966.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Adopt-Conviction-Engine-redesign-Watch-Commit-4-layer-delete-operate-mode-build-deferral-buil-36fc50314bb681c8846ddcc9760941ce
2026-05-29,BMNR,"Adopt Conviction Engine redesign (Watch/Commit, 4-layer) + delete operate-mode build deferral — build NOW",Strategy Shift,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Adopt-Conviction-Engine-redesign-Watch-Commit-4-layer-delete-operate-mode-build-deferral-buil-36fc50314bb681c8846ddcc9760941ce
2026-05-28,ETH,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,0.000000,,,,,0.00,,,,,0.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
2026-05-28,BMNR,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,3.129243,,,,,15.66,,,,,57346.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
2026-05-28,IBIT,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,0.261107,,2026-05-28,43.32,2026-07-01,36.02,-0.168513,-0.121653,,,4785.00,,-806.34,,plus_90d: horizon not mature in local price series; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
2026-05-28,ETHA,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,0.133582,,,,,12.24,,,,,2448.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
2026-05-28,HYPE,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,0.060952,,,,,61.99,,,,,1117.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
2026-05-28,COIN,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,0.082725,,,,,151.60,,,,,1516.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
2026-05-28,MSTR,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,0.081524,,,,,93.38,,,,,1494.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
2026-05-28,LEU,Stance shift: MONITOR-gate the volatile thematic sleeves (crypto / nuclear / critical minerals) — suppress conviction-add nudges,Strategy Shift,Active,Active,,unknown,4.710725,,,,,171.97,,,,,86328.00,,,,to_date: no dated local price series for ticker; plus_30d: no dated local price series for ticker; plus_90d: no dated local price series for ticker; signal date separate from decision date not structured,notion_decisions_log,https://app.notion.com/p/Stance-shift-MONITOR-gate-the-volatile-thematic-sleeves-crypto-nuclear-critical-minerals-su-36ec50314bb6816b8111f8d6b6c26bc9
