source,ticker,quality_ladder,tier,horizon,window_days,outcome,outcome_bucket,date,window_end,backfill,source_record,id,url
Newton,"KIE, ALL, TRV, CB, CINF, AIV, AFL, CNO, BRK-B, IAI, XLF, KBE",Target,B,61-120d,62,Pending,open,2026-06-30T19:55:00.000-04:00,2026-08-31,False,notion_source_call_log,390c5031-4bb6-811e-a619-f82c6dc80804,https://app.notion.com/p/Newton-6-30-DTS-Insurance-overweight-inside-Financials-390c50314bb6811ea619f82c6dc80804
Newton,"SPX, QQQ",Target,B,15-30d,18,Pending,open,2026-06-30T19:55:00.000-04:00,2026-07-18,False,notion_source_call_log,390c5031-4bb6-8122-8007-cd373377fed1,https://app.notion.com/p/Newton-6-30-DTS-SPX-QQQ-range-unresolved-into-mid-July-390c50314bb681228007cd373377fed1
Newton,"DAL, ALL, IRM, GILD, ORCL, BABA, ETHA, CRWV",Directional,C,61-120d,62,Pending,open,2026-06-30T19:10:00.000-04:00,2026-08-31,False,notion_source_call_log,390c5031-4bb6-8176-b909-d8aa8fb9a5c6,https://app.notion.com/p/Newton-6-30-Upticks-June-add-delete-list-landed-390c50314bb68176b909d8aa8fb9a5c6
Farrell,"CRCL, stablecoins, USDC, OUSD",Vague,D,0-14d,14,Pending,open,2026-06-30T17:40:00.000-04:00,2026-07-14,False,notion_source_call_log,390c5031-4bb6-815b-922b-c20fd222d61e,https://app.notion.com/p/Farrell-6-30-Crypto-Flash-CRCL-pressure-from-OUSD-threat-390c50314bb6815b922bc20fd222d61e
Newton,QQQ,Target,B,15-30d,18,Pending,open,2026-06-30T17:40:00.000-04:00,2026-07-18,False,notion_source_call_log,390c5031-4bb6-818d-b113-ca6400cf4170,https://app.notion.com/p/Newton-6-30-Flash-QQQ-734-gap-remains-temporary-resistance-390c50314bb6818db113ca6400cf4170
Newton,"SOX, SMH, XLU",Target,B,31-60d,31,Pending,open,2026-06-30T17:40:00.000-04:00,2026-07-31,False,notion_source_call_log,390c5031-4bb6-812b-bee3-e161e0165fd1,https://app.notion.com/p/Newton-6-30-Flash-SOX-semis-exhaustion-risk-vs-Utilities-390c50314bb6812bbee3e161e0165fd1
Other,"XLV, Healthcare, AI downstream beneficiaries",Vague,D,61-120d,92,Pending,open,2026-06-30T09:25:00.000-04:00,2026-09-30,False,notion_source_call_log,38fc5031-4bb6-8122-924e-c9c4f7e92928,https://app.notion.com/p/Fundstrat-6-30-FTM-Healthcare-signs-of-life-as-AI-downstream-beneficiary-38fc50314bb68122924ec9c4f7e92928
Other,"SPY, TLT, rates, inflation, Industrials",Vague,D,31-60d,31,Pending,open,2026-06-30T09:25:00.000-04:00,2026-07-31,False,notion_source_call_log,38fc5031-4bb6-8153-ada6-e4c90482f7b9,https://app.notion.com/p/Singh-Lee-6-30-FTM-H2-recovery-with-inflation-pass-through-risk-38fc50314bb68153ada6e4c90482f7b9
Newton,"T, TMUS, VZ, Telecom",Vague,D,15-30d,30,Pending,open,2026-06-29T18:40:00.000-04:00,2026-07-29,False,notion_source_call_log,38fc5031-4bb6-81cc-ab2e-cb783bbd9893,https://app.notion.com/p/Newton-6-29-DTS-Telecom-technical-weakness-persists-38fc50314bb681ccab2ecb783bbd9893
Newton,"SPX, SPY, QQQ",Target,B,15-30d,30,Pending,open,2026-06-29T18:40:00.000-04:00,2026-07-29,False,notion_source_call_log,38fc5031-4bb6-81ec-b916-c802780aee57,https://app.notion.com/p/Newton-6-29-DTS-SPX-range-and-negative-gamma-recheck-38fc50314bb681ecb916c802780aee57
Newton,"RSP, Healthcare, Discretionary, Financials, Utilities, REITs",Vague,D,31-60d,60,Pending,open,2026-06-29T18:40:00.000-04:00,2026-08-28,False,notion_source_call_log,38fc5031-4bb6-816b-828e-e88992038ed7,https://app.notion.com/p/Newton-6-29-DTS-rotation-without-full-defensive-break-38fc50314bb6816b828ee88992038ed7
Newton,"QQQ, SPX, Technology, MAGS",Vague,D,31-60d,60,Pending,open,2026-06-29T18:40:00.000-04:00,2026-08-28,False,notion_source_call_log,38fc5031-4bb6-8116-8452-f3bd1e6099da,https://app.notion.com/p/Newton-6-29-DTS-Tech-rotation-still-needs-confirmation-38fc50314bb681168452f3bd1e6099da
Farrell,"STRC, MSTR preferreds, BTC",Target,B,31-60d,60,Pending,open,2026-06-29T10:10:00.000-04:00,2026-08-28,False,notion_source_call_log,38fc5031-4bb6-8162-8385-c8063f037d6a,https://app.notion.com/p/Farrell-6-29-Crypto-STRC-preferred-support-recheck-38fc50314bb681628385c8063f037d6a
Farrell,"MSTR, BTC, STRC",Directional,C,61-120d,120,Pending,open,2026-06-29T10:10:00.000-04:00,2026-10-27,False,notion_source_call_log,38fc5031-4bb6-814e-aaa8-d47340d96f6b,https://app.notion.com/p/Farrell-6-29-Crypto-MSTR-8-K-common-neutral-38fc50314bb6814eaaa8d47340d96f6b
Farrell,"BTC, MSTR, STRC",Vague,D,31-60d,60,Pending,open,2026-06-29T10:10:00.000-04:00,2026-08-28,False,notion_source_call_log,38fc5031-4bb6-8199-a65d-eb3df1871d63,https://app.notion.com/p/Farrell-6-29-Crypto-BTC-funding-source-risk-38fc50314bb68199a65deb3df1871d63
Newton,"SPX, SPY, broad beta",Target,B,31-60d,60,Pending,open,2026-06-29T11:07:00.000-04:00,2026-08-28,False,notion_source_call_log,38fc5031-4bb6-8141-85ce-f1b0a4322e48,https://app.notion.com/p/Newton-6-29-Flash-SPX-gamma-volatility-risk-38fc50314bb6814185cef1b0a4322e48
Newton,"SPX, SPY, QQQ, broad beta",Target,B,31-60d,60,Pending,open,2026-06-29T11:07:00.000-04:00,2026-08-28,False,notion_source_call_log,38fc5031-4bb6-81c7-9a2b-e49afe1eaabe,https://app.notion.com/p/Newton-6-29-Flash-SPX-bounce-fade-and-gap-resistance-38fc50314bb681c79a2be49afe1eaabe
Other,TLT; rates; Fed independence,Target,B,15-30d,30,Pending,open,2026-06-29,2026-07-29,False,notion_source_call_log,38ec5031-4bb6-81a4-b777-f32e9e2dff25,https://app.notion.com/p/L-Thomas-Block-SCOTUS-blocks-Cook-firing-TLT-rate-risk-recheck-38ec50314bb681a4b777f32e9e2dff25
Other,SPY; Financials; Healthcare; Consumer Discretionary,Vague,D,31-60d,60,Pending,open,2026-06-29,2026-08-28,False,notion_source_call_log,38ec5031-4bb6-81f2-8c9f-c260dd9fa58b,https://app.notion.com/p/Kent-Fung-barbell-margin-debt-context-middle-sectors-possibly-undervalued-38ec50314bb681f28c9fc260dd9fa58b
Newton,"MAGS, QQQ, AAPL, MSFT, AMZN, GOOG/GOOGL, META, NVDA",Vague,D,15-30d,28,Pending,open,2026-06-27,2026-07-25,False,notion_source_call_log,38ec5031-4bb6-81ce-ab83-c8f09db7d130,https://app.notion.com/p/Newton-SFN-6-27-Mag-7-pullback-looks-mature-start-looking-for-low-38ec50314bb681ceab83c8f09db7d130
Other,"MU, SMH, STX, WDC, MAGS, NVDA",Vague,D,61-120d,95,Pending,open,2026-06-27,2026-09-30,False,notion_source_call_log,38ec5031-4bb6-81e5-bd8c-feecfe6d3646,https://app.notion.com/p/SFN-6-27-memory-storage-bottleneck-favors-MU-storage-context-but-volatility-remains-high-38ec50314bb681e5bd8cfeecfe6d3646
Newton,"QQQ, SMH, MAGS, RSPT, RSP",Vague,D,15-30d,30,Pending,open,2026-06-26,2026-07-26,False,notion_source_call_log,38cc5031-4bb6-817b-bd19-cfd3196f8148,https://app.notion.com/p/Newton-6-26-FlashInsights-Technology-relative-sell-signal-38cc50314bb6817bbd19cfd3196f8148
Newton,"QQQ, MAGS, SMH, RSPT, RSP",Vague,D,0-14d,14,Pending,open,2026-06-26,2026-07-10,False,notion_source_call_log,38cc5031-4bb6-81cf-86c7-d3a601840007,https://app.notion.com/p/Newton-6-26-FlashInsights-QQQ-intraday-bottom-with-Mag-7-risk-38cc50314bb681cf86c7d3a601840007
Farrell,"MSTR, STRC, BTC, SOL, AAVE, SYRUP",Vague,D,0-14d,7,Pending,open,2026-06-26,2026-07-03,False,notion_source_call_log,38cc5031-4bb6-81db-80a8-f8741b7ee7ea,https://app.notion.com/p/Farrell-6-26-Crypto-MSTR-mNAV-below-1-0x-raises-Monday-8-K-stakes-38cc50314bb681db80a8f8741b7ee7ea
Newton,"QQQ, SMH, MAGS, RSPT, RSPH, PPH, ABBV, DHR, INCY, JNJ, MRK, MRNA, TMO",Vague,D,15-30d,30,Pending,open,2026-06-26,2026-07-26,False,notion_source_call_log,38cc5031-4bb6-81fc-b117-c7f107f07559,https://app.notion.com/p/Newton-6-26-Daily-Technical-Technology-lowered-to-Neutral-tactically-38cc50314bb681fcb117c7f107f07559
Other,"Fed, rates, TNX, TLT, SPX, QQQ, financials, regional banks",Target,B,15-30d,15,Pending,open,2026-06-26T11:55:00.000-04:00,2026-07-11,False,notion_source_call_log,38bc5031-4bb6-813a-8fc2-ed369d00eb83,https://app.notion.com/p/Block-6-26-US-Policy-SCOTUS-Fed-governor-firing-conditional-watch-38bc50314bb6813a8fc2ed369d00eb83
Other,"LNC, MET, BRK-B, JPM, GS, small caps, utilities, REITs, regional banks, SPX, DJIA, QQQ, credit spreads, Treasuries",Vague,D,61-120d,96,Unscored,open,2026-06-26T09:25:00.000-04:00,2026-09-30,False,notion_source_call_log,38bc5031-4bb6-8180-9125-f71924fc96a9,https://app.notion.com/p/Fung-6-26-First-to-Market-private-credit-insurer-stress-watch-38bc50314bb681809125f71924fc96a9
Newton,"QQQ, RSPT, MSFT, AAPL, NVDA, GOOGL, AMZN, META, NFLX, TSLA, PLTR, ORCL",Vague,D,61-120d,97,Unscored,open,2026-06-25T20:40:00.000-04:00,2026-09-30,False,notion_source_call_log,38bc5031-4bb6-8110-8a15-c49d4ec2c1c3,https://app.notion.com/p/Newton-6-25-DTS-Tech-weakness-temporary-but-watch-next-week-38bc50314bb681108a15c49d4ec2c1c3
Newton,"XLI, RGI, RSP, Consumer Discretionary, Healthcare, Financials, Industrials",Directional,C,61-120d,61,Pending,open,2026-06-25T20:40:00.000-04:00,2026-08-25,False,notion_source_call_log,38bc5031-4bb6-81ae-8e36-dbfb60c6b06d,https://app.notion.com/p/Newton-6-25-DTS-Industrials-and-broader-sectors-confirm-rotation-38bc50314bb681ae8e36dbfb60c6b06d
Newton,"SPX, SPY, QQQ, RSP, DJIA",Directional,C,121d+,189,Pending,open,2026-06-25T20:40:00.000-04:00,2026-12-31,False,notion_source_call_log,38bc5031-4bb6-81fa-86bb-da43388738cc,https://app.notion.com/p/Newton-6-25-DTS-SPX-target-raised-to-8000-and-pullback-buyable-38bc50314bb681fa86bbda43388738cc
Lee,"SMH, SOXX, MU, Semiconductors, Memory, Rates",Vague,D,15-30d,30,Unscored,open,2026-06-25T20:10:00.000-04:00,2026-07-25,False,notion_source_call_log,38bc5031-4bb6-81d1-8495-d0273649242a,https://app.notion.com/p/Lee-6-25-Macro-Minute-rates-lower-and-semi-memory-dip-still-buyable-38bc50314bb681d18495d0273649242a
Newton,"MSFT, QQQ, Software, Technology",Target,B,31-60d,60,Pending,open,2026-06-25T13:15:00.000-04:00,2026-08-24,False,notion_source_call_log,38bc5031-4bb6-81a6-8ade-d80a1baca562,https://app.notion.com/p/Newton-6-25-Flash-MSFT-structural-weakness-is-not-casual-noise-38bc50314bb681a68aded80a1baca562
Newton,"MAGS, QQQ, MSFT, AAPL, NVDA, GOOGL, AMZN, META, TSLA",Specific,A,0-14d,12,Pending,open,2026-06-25T13:00:00.000-04:00,2026-07-07,False,notion_source_call_log,38bc5031-4bb6-8108-9a9c-d33d8ad28d48,https://app.notion.com/p/Newton-6-25-Flash-Mag-7-dip-patience-for-5-7-trading-days-38bc50314bb681089a9cd33d8ad28d48
Newton,"QQQ, MAGS, RSP, SPX, Technology, Mag 7",Target,B,0-14d,12,Pending,open,2026-06-25T12:46:00.000-04:00,2026-07-07,False,notion_source_call_log,38bc5031-4bb6-816d-9ac9-c313c8cad172,https://app.notion.com/p/Newton-6-25-Flash-QQQ-732-734-resistance-amid-rotation-38bc50314bb6816d9ac9c313c8cad172
Other,"SPX, SPY, broad market, rates, inflation, Strait of Hormuz",Vague,D,61-120d,98,Unscored,open,2026-06-25T09:25:00.000-04:00,2026-10-01,False,notion_source_call_log,38ac5031-4bb6-81db-bf4b-f907a7f9776c,https://app.notion.com/p/Fung-6-25-First-to-Market-Strait-reopening-dovish-surprise-equity-upside-watch-38ac50314bb681dbbf4bf907a7f9776c
Farrell,"WGMI, BTC miners, MU, AI infrastructure",Vague,D,0-14d,6,Pending,open,2026-06-24,2026-06-30,False,notion_source_call_log,38ac5031-4bb6-8188-baf5-c2377e4768e7,https://app.notion.com/p/Farrell-6-24-Crypto-Comments-MU-beat-may-bounce-Bitcoin-miners-38ac50314bb68188baf5c2377e4768e7
Farrell,"SOL, Solana tokenized assets",Vague,D,0-14d,14,Pending,open,2026-06-24,2026-07-08,False,notion_source_call_log,38ac5031-4bb6-81e3-863b-d8c0429a2fb4,https://app.notion.com/p/Farrell-6-24-Crypto-Comments-SOL-tokenized-asset-activity-watch-38ac50314bb681e3863bd8c0429a2fb4
Farrell,"HYPE, tokenized equities, Hyperliquid",Vague,D,0-14d,14,Pending,open,2026-06-24,2026-07-08,False,notion_source_call_log,38ac5031-4bb6-81e1-a1fe-edf63d2591f2,https://app.notion.com/p/Farrell-6-24-Crypto-Comments-HYPE-relative-strength-but-no-chase-38ac50314bb681e1a1feedf63d2591f2
Farrell,"STRC, MSTR, BTC",Target,B,0-14d,6,Pending,open,2026-06-24,2026-06-30,False,notion_source_call_log,38ac5031-4bb6-81e6-bb6a-c0d2e1fbf0a3,https://app.notion.com/p/Farrell-6-24-Crypto-Comments-STRC-weakness-keeps-Strategy-risk-live-38ac50314bb681e6bb6ac0d2e1fbf0a3
Farrell,"BTC, IBIT, ETH, SOL, MSTR, STRC, real yields",Vague,D,0-14d,6,Pending,open,2026-06-24,2026-06-30,False,notion_source_call_log,38ac5031-4bb6-8175-835c-c6e20aa61899,https://app.notion.com/p/Farrell-6-24-Crypto-Comments-BTC-supply-driven-selloff-argues-patience-38ac50314bb68175835cc6e20aa61899
Lee,FIX,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8103-ad2e-c441b22bdd7b,https://app.notion.com/p/Fundstrat-Top-5-SMID-long-FIX-6-24-26-38ac50314bb68103ad2ec441b22bdd7b
Lee,ECHO,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8103-bd41-c471656b02c9,https://app.notion.com/p/Fundstrat-Bottom-5-SMID-UW-ECHO-6-24-26-38ac50314bb68103bd41c471656b02c9
Lee,IESC,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-810c-9e5c-e447da9831b3,https://app.notion.com/p/Fundstrat-Top-5-SMID-long-IESC-6-24-26-38ac50314bb6810c9e5ce447da9831b3
Lee,TPL,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8113-a686-dd12404e82e8,https://app.notion.com/p/Fundstrat-Bottom-5-LC-UW-TPL-6-24-26-38ac50314bb68113a686dd12404e82e8
Lee,ECHO,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8113-ae27-e38945994489,https://app.notion.com/p/Fundstrat-Bottom-5-LC-UW-ECHO-6-24-26-38ac50314bb68113ae27e38945994489
Lee,MLI,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8115-8f1d-d3546d8610d8,https://app.notion.com/p/Fundstrat-Top-5-SMID-long-MLI-6-24-26-38ac50314bb681158f1dd3546d8610d8
Lee,ANET,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-811d-b9a4-c5f6017b4115,https://app.notion.com/p/Fundstrat-Top-5-LC-long-ANET-6-24-26-38ac50314bb6811db9a4c5f6017b4115
Lee,STRL,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-813b-8bf7-df6e7997e31a,https://app.notion.com/p/Fundstrat-Top-5-SMID-long-STRL-6-24-26-38ac50314bb6813b8bf7df6e7997e31a
Lee,AVAV,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8147-b430-dbf02bbf56d7,https://app.notion.com/p/Fundstrat-Bottom-5-SMID-UW-AVAV-6-24-26-38ac50314bb68147b430dbf02bbf56d7
Lee,VMI,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-815a-8acd-d107d2155678,https://app.notion.com/p/Fundstrat-Top-5-SMID-long-VMI-6-24-26-38ac50314bb6815a8acdd107d2155678
Lee,MSTR,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-816d-bee8-cab13ddc8cc5,https://app.notion.com/p/Fundstrat-Bottom-5-LC-UW-MSTR-6-24-26-38ac50314bb6816dbee8cab13ddc8cc5
Lee,GS,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8170-935e-e92edc588ed9,https://app.notion.com/p/Fundstrat-Top-5-LC-long-GS-6-24-26-38ac50314bb68170935ee92edc588ed9
Lee,CAT,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8177-a571-ccc2fcf5fb54,https://app.notion.com/p/Fundstrat-Top-5-LC-long-CAT-6-24-26-38ac50314bb68177a571ccc2fcf5fb54
Lee,NOC,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-817a-84b6-edb65d0ac3bd,https://app.notion.com/p/Fundstrat-Bottom-5-LC-UW-NOC-6-24-26-38ac50314bb6817a84b6edb65d0ac3bd
Lee,AMD,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-818b-ad57-d93b459aa09d,https://app.notion.com/p/Fundstrat-Top-5-LC-long-AMD-6-24-26-38ac50314bb6818bad57d93b459aa09d
Lee,PLTR,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8195-9d9a-f84fdd281b30,https://app.notion.com/p/Fundstrat-Bottom-5-LC-UW-PLTR-6-24-26-38ac50314bb681959d9af84fdd281b30
Lee,KTOS,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-81ba-809d-dce3a825c7e0,https://app.notion.com/p/Fundstrat-Bottom-5-SMID-UW-KTOS-6-24-26-38ac50314bb681ba809ddce3a825c7e0
Lee,WFRD,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-81df-bf2d-d2a05a0d6ddf,https://app.notion.com/p/Fundstrat-Bottom-5-SMID-UW-WFRD-6-24-26-38ac50314bb681dfbf2dd2a05a0d6ddf
Lee,UUUU,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-81f9-94f8-c6a538fed170,https://app.notion.com/p/Fundstrat-Bottom-5-SMID-UW-UUUU-6-24-26-38ac50314bb681f994f8c6a538fed170
Lee,PWR,Directional,C,15-30d,30,Pending,open,2026-06-24,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-81fa-8523-ed60e5ff39de,https://app.notion.com/p/Fundstrat-Top-5-LC-long-PWR-6-24-26-38ac50314bb681fa8523ed60e5ff39de
Lee,"SPX, SPY, broad market, AI infrastructure, Financials, Industrials, Small-caps, Energy/Materials",Directional,C,121d+,189,Pending,open,2026-06-25T00:40:00.000+00:00,2026-12-31,False,notion_source_call_log,38ac5031-4bb6-8109-8f8e-e5943156a72c,https://app.notion.com/p/Lee-6-24-First-Word-S-P-500-year-end-target-raised-to-8000-38ac50314bb681098f8ee5943156a72c
Newton,"JETS, DAL, UAL, LUV, crude-sensitive cyclicals",Target,B,31-60d,37,Pending,open,2026-06-24T23:40:00.000+00:00,2026-07-31,False,notion_source_call_log,38ac5031-4bb6-8110-affb-d23d0058bda3,https://app.notion.com/p/Newton-6-24-DTS-JETS-breakout-targets-high-30s-38ac50314bb68110affbd23d0058bda3
Newton,"QQQ, SPX, SPY, MAGS, SMH, NVDA, MU, growth/AI beta",Target,B,15-30d,16,Pending,open,2026-06-24T23:40:00.000+00:00,2026-07-10,False,notion_source_call_log,38ac5031-4bb6-8143-9d53-e5f709678590,https://app.notion.com/p/Newton-6-24-DTS-QQQ-704-held-close-over-720-targets-734-763-785-38ac50314bb681439d53e5f709678590
Newton,"Health Care, RSPH, XBI, XHS, Medical Devices",Directional,C,15-30d,30,Pending,open,2026-06-24T23:40:00.000+00:00,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8162-ba3b-ef8dcee08900,https://app.notion.com/p/Newton-6-24-DTS-Health-Care-technical-overweight-next-month-strength-38ac50314bb68162ba3bef8dcee08900
Newton,"MU, QQQ, SMH, SOX, semis, memory",Target,B,31-60d,45,Pending,open,2026-06-24T23:40:00.000+00:00,2026-08-08,False,notion_source_call_log,38ac5031-4bb6-8165-9094-c2f9a7d270b9,https://app.notion.com/p/Newton-6-24-DTS-MU-post-earnings-path-to-1291-then-1410-1458-with-fall-risk-38ac50314bb681659094c2f9a7d270b9
Newton,"RSP, SPY, SPX, QQQ",Directional,C,15-30d,30,Pending,open,2026-06-24T23:40:00.000+00:00,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-8172-9bb3-cec4001b6bd6,https://app.notion.com/p/Newton-6-24-DTS-RSP-broadening-likely-pushes-to-new-highs-38ac50314bb681729bb3cec4001b6bd6
Lee,"Top LC: AMD, ANET, CAT, GS, PWR; Bottom LC: ECHO, NOC, PLTR, MSTR, TPL; Top SMID: FIX, STRL, VMI, MLI, IESC; Bottom SMID: ECHO, WFRD, AVAV, UUUU, KTOS",Vague,D,15-30d,29,Unscored,open,2026-06-25T00:40:00.000+00:00,2026-07-24,False,notion_source_call_log,38ac5031-4bb6-81ad-a9d5-dacd1d523f96,https://app.notion.com/p/Lee-6-24-First-Word-MONTHLY-LANDED-core-stock-ideas-need-full-distill-38ac50314bb681ada9d5dacd1d523f96
Newton,"TNX, TYX, Treasuries, Homebuilders, Utilities, REITs, DXY, crude",Target,B,15-30d,16,Pending,open,2026-06-24T14:50:00.000+00:00,2026-07-10,False,notion_source_call_log,38ac5031-4bb6-81b0-bbeb-df44ee6078f5,https://app.notion.com/p/Newton-6-24-intraday-TNX-breakdown-points-to-4-32-38ac50314bb681b0bbebdf44ee6078f5
Other,"GE, LMT, RTX, NOC; defense primes/licensed suppliers",Vague,D,61-120d,98,Unscored,open,2026-06-24,2026-09-30,False,notion_source_call_log,389c5031-4bb6-819e-9b3e-c9b23d4a669c,https://app.notion.com/p/Fung-6-24-First-to-Market-US-defense-contractor-licensing-dominance-watch-389c50314bb6819e9b3ec9b23d4a669c
Lee,"MAG7, BTC, ETH, MAGS, IBIT, ETHA, SMH, DRAM, XLI, XLF, KRE, IWM, XLE, XLB",Vague,D,0-14d,6,Pending,open,2026-06-24,2026-06-30,False,notion_source_call_log,389c5031-4bb6-8107-9954-c350d0b4faa2,https://app.notion.com/p/Lee-6-24-First-Word-constructive-equities-and-favored-sleeves-refresh-389c50314bb681079954c350d0b4faa2
Farrell,"BTC, MSTR, STRC, USDJPY, real yields",Vague,D,15-30d,30,Pending,open,2026-06-23,2026-07-23,False,notion_source_call_log,389c5031-4bb6-817b-aa8b-e090e8d412d4,https://app.notion.com/p/Farrell-6-23-Crypto-Comments-patience-until-real-yield-liquidity-improves-389c50314bb6817baa8be090e8d412d4
Farrell,"MSTR, STRC, BTC",Vague,D,15-30d,30,Pending,open,2026-06-23,2026-07-23,False,notion_source_call_log,389c5031-4bb6-81c5-93f3-dde6a5828883,https://app.notion.com/p/Farrell-6-23-Crypto-Comments-MSTR-reserve-rebuild-constructive-but-dividend-risk-remains-389c50314bb681c593f3dde6a5828883
